"Date","ID","Kax.out","MC.out","MC2.out","pc.out","ratio.hr.out","ratio.mhr.out","Fd.hr.out","Vc.mhr.out","Vc.hr.out","Fd.mhr.out","Kax.mid","MC.mid","MC2.mid","pc.mid","ratio.hr.mid","ratio.mhr.mid","Fd.hr.mid","Vc.mhr.mid","Vc.hr.mid","Fd.mhr.mid","Kax.inn","MC.inn","MC2.inn","pc.inn","ratio.hr.inn","ratio.mhr.inn","Fd.hr.inn","Vc.mhr.inn","Vc.hr.inn","Fd.mhr.inn","Tmean","Hour","DOY"
2017-12-16 00:00:00,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,350
2017-12-16 00:15:00,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,350
2017-12-16 00:30:00,3,0.386049747165865,0.446402718870486,0.249985522567472,1717439.45537717,1.24884860779531,1.19346072630589,3.3927151004374,8.97173133310086,11.2834535065319,2.69762518658475,0.474781203446945,0.513776300294615,0.287714728164984,1875222.99318596,1.25388038061338,0.962512666260863,3.69724109548827,-1.94727653931671,11.4889331543902,-0.626650947367623,0.762583769944074,0.562240410465592,0.314854629860731,1988722.06207758,1.01589750337521,0.818296505360876,0.270207396562457,-10.3564893195275,0.801785094539207,-3.49021207255628,-3.732,0,350
2017-12-16 00:45:00,4,0.420932836281916,0.451918371466915,0.253074288021473,1730356.6725058,1.19463949258743,1.11957079863238,2.72832379468006,5.7285637094541,9.02192846071627,1.73237648091519,0.501159684099143,0.524657211168351,0.293808038254277,1900705.21597938,1.17109381207107,0.918956411114081,2.60517607585073,-4.32007913772719,8.01047514471494,-1.40498117927675,0.764729331563798,0.548161010984409,0.306970166151269,1955749.23484461,0.963776727024646,0.803342207926354,-0.625356146058543,-11.3319461527759,-1.88025034760205,-3.76891416745677,-3.8638,0,350
2017-12-16 01:00:00,5,0.38019124329759,0.411363136192445,0.230363356267769,1635379.55591181,1.24072464634691,1.14256258413414,3.17217731146155,6.75901598270418,10.950166802248,1.95803383960677,0.474441900182717,0.484980810398458,0.271589253823137,1807786.25948836,1.25064026713972,0.94130546202445,3.55213361525396,-3.0868565361347,11.3567011036651,-0.965502813482675,0.767013234587974,0.532550083734888,0.298228046891537,1919189.69210041,1.00285070519289,0.818419658471097,0.0474453976689201,-10.3485508356764,0.144784629087513,-3.39118256399254,-4.0258,1,350
2017-12-16 01:15:00,6,0.33283476772898,0.381128049473603,0.213431707705218,1564571.40162322,1.27161256335565,1.16233176439784,3.42064086540357,7.62924272829739,12.2074005694801,2.1377933246282,0.423599753064412,0.459588417492824,0.257369513795982,1748319.3066948,1.27895780738422,0.986877803365011,3.81095507091162,-0.672323224377804,12.502493812583,-0.204934602619482,0.719391789183197,0.513528218077314,0.287575802123296,1874642.00447962,1.04190262351237,0.840044356355512,0.670758814271984,-8.97757092638248,2.08484284922852,-2.88836390323197,-4.19266666666667,1,350
2017-12-16 01:30:00,7,0.354424470917184,0.409640724016127,0.229398805449031,1631345.80438785,1.26530241028241,1.18780430647084,3.45615396296244,8.73022062475822,11.9527238326887,2.52436072581853,0.456918693408191,0.496633046104741,0.278114505818655,1835074.86333361,1.25845781812178,0.954108928203037,3.69442786145506,-2.39541714052893,11.6752371759466,-0.757988526520837,0.768266472823843,0.535269227670001,0.299750767495201,1925557.70966493,1.03356417324456,0.829351369186912,0.551030741815279,-9.6498628787849,1.67716408095454,-3.17045372059617,-4.36513333333333,1,350
2017-12-16 01:45:00,8,0.378902218258606,0.388690626973242,0.217666751105016,1582282.35312118,1.2717450562536,1.1286766862929,3.45110002221813,6.13910600322329,12.2127363257898,1.73480113702146,0.476525084508453,0.455318117173404,0.254978145617106,1738318.60497074,1.27764941073164,0.95661102770514,3.77829225286182,-2.26152488825138,12.4500353685709,-0.686319493236525,0.799214419779052,0.495346219761783,0.277393883066598,1832061.21898451,1.01720377645642,0.836506798405344,0.274017767678167,-9.19879171134223,0.867064602885877,-2.90708715554634,-4.539,1,350
2017-12-16 02:00:00,9,0.343546391113289,0.363069925453621,0.203319158254028,1522280.71981834,1.25695371316465,1.14866943641141,3.18861658673192,7.02935548416283,11.6140843167898,1.92989123201337,0.445178994301613,0.441132142692791,0.247033999907963,1705096.1876151,1.23321352493073,0.96410682376499,3.18174734675341,-1.8627633934327,10.640309531671,-0.557017863723094,0.739593701131665,0.486051785795754,0.272189000045622,1810294.39819079,0.99372189821665,0.807528926308621,-0.100337562561167,-11.056520402889,-0.320450061313514,-3.46195692110766,-4.678,2,350
2017-12-16 02:15:00,10,0.386393016828486,0.411698047224224,0.230550906445565,1636163.89075535,1.19352713816053,1.11028903081841,2.60080230930377,5.3067146180547,8.97456065395977,1.5378708959266,0.482420736918021,0.459212209701135,0.257158837432636,1747438.25814328,1.25831990566347,0.956379113568179,3.55570923732989,-2.27391840432105,11.6696326656582,-0.692857513756435,0.783395227093957,0.483421443570334,0.270716008399387,1804134.34712624,1.01246094533589,0.828558411405083,0.196622479646555,-9.70015134433095,0.629615781305299,-3.02925667827946,-4.8048,2,350
