TIMESTAMP,Hour,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
05/07/2015 9:00 PM,21,,,,,,,,,,
05/07/2015 9:15 PM,21,,,,,,,,,,
05/07/2015 9:30 PM,21,,,,,,,,,,
05/07/2015 9:45 PM,21,,,,,,,,,,
05/07/2015 10:00 PM,22,,,,,,,,,,
05/07/2015 10:15 PM,22,,,,,,,,,,
05/07/2015 10:30 PM,22,,,,,,,,,,
05/07/2015 10:45 PM,22,,,,,,,,,,
05/07/2015 11:00 PM,23,,,,,,,,,,
05/07/2015 11:15 PM,23,,,,,,,,,,
05/07/2015 11:30 PM,23,,,,,,,,,,
05/07/2015 11:45 PM,23,,,,,,,,,,
05/08/2015 12:00 AM,0,,,,,,,,,,
05/08/2015 12:15 AM,0,,,,,,,,,,
05/08/2015 12:30 AM,0,,,,,,,,,,
05/08/2015 12:45 AM,0,,,,,,,,,,
05/08/2015 1:00 AM,1,,,,,,,,,,
05/08/2015 1:15 AM,1,,,,,,,,,,
05/08/2015 1:30 AM,1,,,,,,,,,,
05/08/2015 1:45 AM,1,,,,,,,,,,
05/08/2015 2:00 AM,2,,,,,,,,,,
05/08/2015 2:15 AM,2,,,,,,,,,,
05/08/2015 2:30 AM,2,,,,,,,,,,
05/08/2015 2:45 AM,2,,,,,,,,,,
05/08/2015 3:00 AM,3,,,,,,,,,,
05/08/2015 3:15 AM,3,,,,,,,,,,
05/08/2015 3:30 AM,3,,,,,,,,,,
05/08/2015 3:45 AM,3,,,,,,,,,,
05/08/2015 4:00 AM,4,,,,,,,,,,
05/08/2015 4:15 AM,4,,,,,,,,,,
05/08/2015 4:30 AM,4,,,,,,,,,,
05/08/2015 4:45 AM,4,,,,,,,,,,
05/08/2015 5:00 AM,5,,,,,,,,,,
05/08/2015 5:15 AM,5,,,,,,,,,,
05/08/2015 5:30 AM,5,,,,,,,,,,
05/08/2015 5:45 AM,5,,,,,,,,,,
05/08/2015 6:00 AM,6,,,,,,,,,,
05/08/2015 6:15 AM,6,,,,,,,,,,
05/08/2015 6:30 AM,6,,,,,,,,,,
05/08/2015 6:45 AM,6,,,,,,,,,,
05/08/2015 7:00 AM,7,,,,,,,,,,
05/08/2015 7:15 AM,7,,,,,,,,,,
05/08/2015 7:30 AM,7,,,,,,,,,,
05/08/2015 7:45 AM,7,,,,,,,,,,
05/08/2015 8:00 AM,8,,,,,,,,,,
05/08/2015 8:15 AM,8,,,,,,,,,,
05/08/2015 8:30 AM,8,,,,,,,,,,
05/08/2015 8:45 AM,8,,,,,,,,,,
05/08/2015 9:00 AM,9,,,,,,,,,,
05/08/2015 9:15 AM,9,,,,,,,,,,
05/08/2015 9:30 AM,9,,,,,,,,,,
05/08/2015 9:45 AM,9,,,,,,,,,,
05/08/2015 10:00 AM,10,,,,,,,,,,
05/08/2015 10:15 AM,10,,,,,,,,,,
05/08/2015 10:30 AM,10,,,,,,,,,,
05/08/2015 10:45 AM,10,,,,,,,,,,
05/08/2015 11:00 AM,11,,,,,,,,,,
05/08/2015 11:15 AM,11,,,,,,,,,,
05/08/2015 11:30 AM,11,,,,,,,,,,
05/08/2015 11:45 AM,11,,,,,,,,,,
05/08/2015 12:00 PM,12,,,,,,,,,,
05/08/2015 12:15 PM,12,,,,,,,,,,
05/08/2015 12:30 PM,12,,,,,,,,,,
05/08/2015 12:45 PM,12,,,,,,,,,,
05/08/2015 1:00 PM,13,,,,,,,,,,
05/08/2015 1:15 PM,13,,,,,,,,,,
05/08/2015 1:30 PM,13,,,,,,,,,,
05/08/2015 1:45 PM,13,,,,,,,,,,
05/08/2015 2:00 PM,14,,,,,,,,,,
05/08/2015 2:15 PM,14,,,,,,,,,,
05/08/2015 2:30 PM,14,,,,,,,,,,
05/08/2015 2:45 PM,14,,,,,,,,,,
05/08/2015 3:00 PM,15,,,,,,,,,,
05/08/2015 3:15 PM,15,,,,,,,,,,
05/08/2015 3:30 PM,15,,,,,,,,,,
05/08/2015 3:45 PM,15,,,,,,,,,,
05/08/2015 4:00 PM,16,,,,,,,,,,
05/08/2015 4:15 PM,16,,,,,,,,,,
05/08/2015 4:30 PM,16,,,,,,,,,,
05/08/2015 4:45 PM,16,,,,,,,,,,
05/08/2015 5:00 PM,17,,,,,,,,,,
05/08/2015 5:15 PM,17,,,,,,,,,,
05/08/2015 5:30 PM,17,,,,,,,,,,
05/08/2015 5:45 PM,17,,,,,,,,,,
05/08/2015 6:00 PM,18,,,,,,,,,,
05/08/2015 6:15 PM,18,,,,,,,,,,
05/08/2015 6:30 PM,18,,,,,,,,,,
05/08/2015 6:45 PM,18,,,,,,,,,,
05/08/2015 7:00 PM,19,,,,,,,,,,
05/08/2015 7:15 PM,19,,,,,,,,,,
05/08/2015 7:30 PM,19,,,,,,,,,,
05/08/2015 7:45 PM,19,,,,,,,,,,
05/08/2015 8:00 PM,20,,,,,,,,,,
05/08/2015 8:15 PM,20,,,,,,,,,,
05/08/2015 8:30 PM,20,,,,,,,,,,
05/08/2015 8:45 PM,20,,,,,,,,,,
